experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,field_mode,variant_name,variant_slug,fit_path,N,T,s,latent_rank,optimizer_mode,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,status
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_10_lambda_18,alternating_rank_10_lambda_18,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_10_lambda_18,3009,71,6,10,alternating_latent_rank,0.0,0.0,18.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_lambda_14,alternating_rank_5_lambda_14,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_lambda_14,3009,71,6,5,alternating_latent_rank,0.0,0.0,14.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_2_lambda_10,alternating_rank_2_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_2_lambda_10,3009,71,6,2,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_20_lambda_15,3009,71,6,20,alternating_latent_rank,0.0,0.0,15.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_10_lambda_10,alternating_rank_10_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_10_lambda_10,3009,71,6,10,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_lambda_10,alternating_rank_5_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_lambda_10,3009,71,6,5,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_2_lambda_5,alternating_rank_2_lambda_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_2_lambda_5,3009,71,6,2,alternating_latent_rank,0.0,0.0,5.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,zero_external_field,zero_external_field,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/zero_external_field,3009,71,6,0,no_external_field,0.0,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,nuclear_lambda_6e_2,nuclear_lambda_6e_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/nuclear_lambda_6e_2,3009,115,53,0,nuclear_norm,0.06,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,nuclear_lambda_8e_2,nuclear_lambda_8e_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/nuclear_lambda_8e_2,3009,115,53,0,nuclear_norm,0.08,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,nuclear_lambda_1e_1,nuclear_lambda_1e_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/nuclear_lambda_1e_1,3009,115,53,0,nuclear_norm,0.1,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,nuclear_lambda_12e_2,nuclear_lambda_12e_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/nuclear_lambda_12e_2,3009,115,53,0,nuclear_norm,0.12,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_20_lambda_25,alternating_rank_20_lambda_25,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_20_lambda_25,3009,115,53,20,alternating_latent_rank,0.0,0.0,25.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_10_lambda_18,alternating_rank_10_lambda_18,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_10_lambda_18,3009,115,53,10,alternating_latent_rank,0.0,0.0,18.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_5_lambda_14,alternating_rank_5_lambda_14,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_5_lambda_14,3009,115,53,5,alternating_latent_rank,0.0,0.0,14.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_2_lambda_10,alternating_rank_2_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_2_lambda_10,3009,115,53,2,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_20_lambda_15,3009,115,53,20,alternating_latent_rank,0.0,0.0,15.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_10_lambda_10,alternating_rank_10_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_10_lambda_10,3009,115,53,10,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_5_lambda_10,alternating_rank_5_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_5_lambda_10,3009,115,53,5,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,alternating_rank_2_lambda_5,alternating_rank_2_lambda_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/alternating_rank_2_lambda_5,3009,115,53,2,alternating_latent_rank,0.0,0.0,5.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,real_data,contiguity,,zero_external_field,zero_external_field,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01/fits/zero_external_field,3009,115,53,0,no_external_field,0.0,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,nuclear_lambda_6e_2,nuclear_lambda_6e_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/nuclear_lambda_6e_2,3009,101,39,0,nuclear_norm,0.06,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,nuclear_lambda_8e_2,nuclear_lambda_8e_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/nuclear_lambda_8e_2,3009,101,39,0,nuclear_norm,0.08,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,nuclear_lambda_1e_1,nuclear_lambda_1e_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/nuclear_lambda_1e_1,3009,101,39,0,nuclear_norm,0.1,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,nuclear_lambda_12e_2,nuclear_lambda_12e_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/nuclear_lambda_12e_2,3009,101,39,0,nuclear_norm,0.12,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,alternating_rank_20_lambda_25,alternating_rank_20_lambda_25,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/alternating_rank_20_lambda_25,3009,101,39,20,alternating_latent_rank,0.0,0.0,25.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,alternating_rank_10_lambda_18,alternating_rank_10_lambda_18,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/alternating_rank_10_lambda_18,3009,101,39,10,alternating_latent_rank,0.0,0.0,18.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,alternating_rank_5_lambda_14,alternating_rank_5_lambda_14,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/alternating_rank_5_lambda_14,3009,101,39,5,alternating_latent_rank,0.0,0.0,14.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,alternating_rank_2_lambda_10,alternating_rank_2_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/alternating_rank_2_lambda_10,3009,101,39,2,alternating_latent_rank,0.0,0.0,10.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/alternating_rank_20_lambda_15,3009,101,39,20,alternating_latent_rank,0.0,0.0,15.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_40_lag_2w_contiguity_start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07,real_data,contiguity,,alternating_rank_10_lambda_10,alternating_rank_10_lambda_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination_US_trimmed/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_06_07/fits/alternating_rank_10_lambda_10,3009,101,39,10,alternating_latent_rank,0.0,0.0,10.0,{},completed
