experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,N,T,s,run_name,run_slug,source_type,source_name,source_slug,target_intervention_source,target_intervention_name,target_intervention_slug,latent_rank,mean_abs_zscore,max_abs_zscore,coverage_rate,num_statistics,num_samples,gibbs_sweeps,seed,output_path
partial_confounding_6,partial_confounding_6,partial_confounding_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_6,fixed_artifact,fixed_artifact,3014,115,115,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_6/counterfactual/truth/no_intervention/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/fit_alternating_rank_5_uv_1_e3_beta_mask/all_intervention_from_s/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero/all_intervention_from_s/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,base,fit_base,saved_intervention,all_intervention_from_s,all_intervention_from_s,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/fit_base/all_intervention_from_s/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,50,default,default,truth,truth,truth,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/truth/all_intervention_from_s/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/fit_alternating_rank_5_uv_1_e3_beta_mask/no_intervention/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero/no_intervention/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,base,fit_base,saved_intervention,no_intervention,no_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/fit_base/no_intervention/default
partial_confounding_7,partial_confounding_7,partial_confounding_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7,fixed_artifact,fixed_artifact,3014,115,115,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_7/counterfactual/truth/no_intervention/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/fit_alternating_rank_5_uv_1_e3_beta_mask/all_intervention_from_s/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero/all_intervention_from_s/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,base,fit_base,saved_intervention,all_intervention_from_s,all_intervention_from_s,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/fit_base/all_intervention_from_s/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,50,default,default,truth,truth,truth,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/truth/all_intervention_from_s/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/fit_alternating_rank_5_uv_1_e3_beta_mask/no_intervention/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero/no_intervention/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,base,fit_base,saved_intervention,no_intervention,no_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/fit_base/no_intervention/default
partial_confounding_8,partial_confounding_8,partial_confounding_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8,fixed_artifact,fixed_artifact,3014,115,115,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_8/counterfactual/truth/no_intervention/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/fit_alternating_rank_5_uv_1_e3_beta_mask/all_intervention_from_s/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero/all_intervention_from_s/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,50,default,default,fit,base,fit_base,saved_intervention,all_intervention_from_s,all_intervention_from_s,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/fit_base/all_intervention_from_s/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,50,default,default,truth,truth,truth,saved_intervention,all_intervention_from_s,all_intervention_from_s,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/truth/all_intervention_from_s/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/fit_alternating_rank_5_uv_1_e3_beta_mask/no_intervention/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero/no_intervention/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,115,default,default,fit,base,fit_base,saved_intervention,no_intervention,no_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/fit_base/no_intervention/default
partial_confounding_9,partial_confounding_9,partial_confounding_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9,fixed_artifact,fixed_artifact,3014,115,115,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,5,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding_9/counterfactual/truth/no_intervention/default
