experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,N,T,s,run_name,run_slug,source_type,source_name,source_slug,target_intervention_source,target_intervention_name,target_intervention_slug,latent_rank,mean_abs_zscore,max_abs_zscore,coverage_rate,num_statistics,num_samples,gibbs_sweeps,seed,output_path
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,0,default,default,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/fit_alternating_rank_3_uv_5_e2_xi_zero/all_intervention/default
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,0,default,default,fit,base,fit_base,saved_intervention,all_intervention,all_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/fit_base/all_intervention/default
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,0,default,default,truth,truth,truth,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/truth/all_intervention/default
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,50,default,default,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/fit_alternating_rank_3_uv_5_e2/no_intervention/default
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,50,default,default,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/fit_alternating_rank_3_uv_5_e2_xi_zero/no_intervention/default
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,50,default,default,fit,base,fit_base,saved_intervention,no_intervention,no_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/fit_base/no_intervention/default
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,500,50,50,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/counterfactual/truth/no_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,0,default,default,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/fit_alternating_rank_3_uv_5_e2/all_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,0,default,default,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/fit_alternating_rank_3_uv_5_e2_xi_zero/all_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,0,default,default,fit,base,fit_base,saved_intervention,all_intervention,all_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/fit_base/all_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,0,default,default,truth,truth,truth,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/truth/all_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,50,default,default,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/fit_alternating_rank_3_uv_5_e2/no_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,50,default,default,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/fit_alternating_rank_3_uv_5_e2_xi_zero/no_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,50,default,default,fit,base,fit_base,saved_intervention,no_intervention,no_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/fit_base/no_intervention/default
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,500,50,50,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/counterfactual/truth/no_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,0,default,default,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/fit_alternating_rank_3_uv_5_e2/all_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,0,default,default,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/fit_alternating_rank_3_uv_5_e2_xi_zero/all_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,0,default,default,fit,base,fit_base,saved_intervention,all_intervention,all_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/fit_base/all_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,0,default,default,truth,truth,truth,saved_intervention,all_intervention,all_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/truth/all_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,50,default,default,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/fit_alternating_rank_3_uv_5_e2/no_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,50,default,default,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/fit_alternating_rank_3_uv_5_e2_xi_zero/no_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,50,default,default,fit,base,fit_base,saved_intervention,no_intervention,no_intervention,0,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/fit_base/no_intervention/default
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,500,50,50,default,default,truth,truth,truth,saved_intervention,no_intervention,no_intervention,3,,,,,8,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/counterfactual/truth/no_intervention/default
